SUBJECT;LABEL;DICE;HDRFDST;SSIM
117122;Amygdala;0.24735381769602302;30.14962686336267;0.9947920000442202
117122;GreyMatter;0.493100570435441;18.0;0.7803131701219742
117122;Hippocampus;0.26336288176515166;21.494185260204677;0.9880213269854121
117122;Thalamus;0.5527554044776369;9.273618495495704;0.9913999247203211
117122;WhiteMatter;0.5250263649994104;11.661903789690601;0.7967772452356257
117122-PP;Amygdala;0.24944297632001658;30.14962686336267;0.9948062064379026
117122-PP;GreyMatter;0.49282958019134343;19.0;0.7804162947290142
117122-PP;Hippocampus;0.26193802615081496;21.095023109728988;0.9881431886682526
117122-PP;Thalamus;0.5570955310661889;9.0;0.9914511753265888
117122-PP;WhiteMatter;0.524252546872363;18.384776310850235;0.7971078408445935
118528;Amygdala;0.2341830885965391;26.94438717061496;0.994768980799414
118528;GreyMatter;0.5045548909847596;20.0;0.7743806077402593
118528;Hippocampus;0.28286572286572287;22.11334438749598;0.9877506700062926
118528;Thalamus;0.5523552008969054;9.38083151964686;0.9911981762403349
118528;WhiteMatter;0.5245952435236596;11.532562594670797;0.7963217377775005
118528-PP;Amygdala;0.23601254332398086;27.0;0.9947814008319624
118528-PP;GreyMatter;0.5042919537872239;20.12461179749811;0.7744484426745645
118528-PP;Hippocampus;0.2811426977846722;21.79449471770337;0.9878892236357757
118528-PP;Thalamus;0.5553060172015105;9.273618495495704;0.9912520280561388
118528-PP;WhiteMatter;0.5238123414819138;18.110770276274835;0.7968632759907317
118730;Amygdala;0.3022758841756598;31.921779399024736;0.9951003590615747
118730;GreyMatter;0.5038170247822055;19.026297590440446;0.7702310824653975
118730;Hippocampus;0.22617471280821672;23.173260452512935;0.9875245943199258
118730;Thalamus;0.5403066978638881;9.539392014169456;0.991445415141643
118730;WhiteMatter;0.4901056839155863;11.445523142259598;0.7929494002813762
118730-PP;Amygdala;0.3056560963751283;31.921779399024736;0.9951249436148594
118730-PP;GreyMatter;0.5035725395420066;21.0;0.7703369821363166
118730-PP;Hippocampus;0.22599693810599986;22.64950330581225;0.9876857111910075
118730-PP;Thalamus;0.5446879694114434;9.433981132056603;0.9915028139427898
118730-PP;WhiteMatter;0.4895197489323689;18.0;0.7930479564759972
118932;Amygdala;0.2758214706197153;30.215889859476256;0.995050865981272
118932;GreyMatter;0.5144911418845737;19.6468827043885;0.7777744716304877
118932;Hippocampus;0.2655394976848604;23.0;0.9879310043845936
118932;Thalamus;0.5720439933422539;9.219544457292887;0.9914940325528027
118932;WhiteMatter;0.5274566541697875;11.045361017187261;0.7952323740778611
118932-PP;Amygdala;0.2787754218952834;30.265491900843113;0.9950710671258209
118932-PP;GreyMatter;0.5143217588161703;20.0;0.7778707590822838
118932-PP;Hippocampus;0.26618961159172627;22.38302928559939;0.988087433124693
118932-PP;Thalamus;0.5756485576605717;9.055385138137417;0.9915399354571348
118932-PP;WhiteMatter;0.526866612914814;18.275666882497067;0.7956403664693186
120111;Amygdala;0.26705662851091727;30.62678566222711;0.9946876190285309
120111;GreyMatter;0.4882411045882165;18.275666882497067;0.7808210213610777
120111;Hippocampus;0.27840074517250024;20.808652046684813;0.9882439284708132
120111;Thalamus;0.5520543406229291;10.246950765959598;0.9914618289190067
120111;WhiteMatter;0.5497957665088739;11.445523142259598;0.7949340955950056
120111-PP;Amygdala;0.2696400386945675;30.675723300355934;0.9947073287174818
120111-PP;GreyMatter;0.48809393079702657;19.0;0.7809083844054253
120111-PP;Hippocampus;0.2792904140463121;20.248456731316587;0.9883952681840849
120111-PP;Thalamus;0.5544265593561368;9.9498743710662;0.991510589753425
120111-PP;WhiteMatter;0.5493057294856143;18.0;0.7954124524261473
122317;Amygdala;0.3017976925140864;30.854497241083024;0.9950857064004269
122317;GreyMatter;0.5087661740382895;19.235384061671343;0.7803395416593624
122317;Hippocampus;0.2299243788260713;22.0;0.9878214809894486
122317;Thalamus;0.5398192432726839;9.486832980505138;0.9915980154252615
122317;WhiteMatter;0.5444511900352625;10.816653826391969;0.7998766870687665
122317-PP;Amygdala;0.3049891540130152;30.886890422961002;0.9951029131486537
122317-PP;GreyMatter;0.5085966082681431;20.0;0.7804280895161474
122317-PP;Hippocampus;0.23201949682077216;21.470910553583888;0.987979811579078
122317-PP;Thalamus;0.5439917483238783;9.433981132056603;0.9916452195871701
122317-PP;WhiteMatter;0.5434729482134342;18.027756377319946;0.8004967133979687
122620;Amygdala;0.3241812768772742;28.0178514522438;0.9952940791353626
122620;GreyMatter;0.5268419684887962;18.027756377319946;0.7780109953763996
122620;Hippocampus;0.26609442060085836;22.847319317591726;0.9876478152875147
122620;Thalamus;0.5518688654615156;9.9498743710662;0.9913226236067704
122620;WhiteMatter;0.5004191382121541;11.224972160321824;0.799025353444498
122620-PP;Amygdala;0.32905863246905975;28.071337695236398;0.9953262903892595
122620-PP;GreyMatter;0.5266808138728623;19.235384061671343;0.7782321645068112
122620-PP;Hippocampus;0.26684693659716785;22.11334438749598;0.9878118276368395
122620-PP;Thalamus;0.5549514692638671;9.848857801796104;0.991365763228261
122620-PP;WhiteMatter;0.49904215165873445;18.05547008526779;0.7991717827256722
123117;Amygdala;0.2821002126383512;28.5657137141714;0.9950824828812007
123117;GreyMatter;0.5078478100090393;18.466185312619388;0.7850938967046419
123117;Hippocampus;0.2689707768572122;22.360679774997898;0.9879751810116348
123117;Thalamus;0.5599162220116691;9.1104335791443;0.991383325712534
123117;WhiteMatter;0.5528495897757654;10.816653826391969;0.7997967345162985
123117-PP;Amygdala;0.28472375082544576;28.5657137141714;0.9950976360406768
