SUBJECT;LABEL;DICE;HDRFDST;SSIM
117122;Amygdala;0.22158989863062423;28.231188426986208;0.9935948435152167
117122;GreyMatter;0.49793493536798517;20.0;0.78066049079332
117122;Hippocampus;0.27577427391929;24.372115213907882;0.9861686318992393
117122;Thalamus;0.5867231588129529;13.076696830622021;0.9868267271633323
117122;WhiteMatter;0.5295550128506102;9.899494936611665;0.7980125244999413
117122-PP;Amygdala;0.22257025237157688;28.231188426986208;0.993600534339694
117122-PP;GreyMatter;0.49748439728847654;20.024984394500787;0.7806167787802302
117122-PP;Hippocampus;0.2768175026287148;24.228082879171435;0.9862763407665878
117122-PP;Thalamus;0.59100550023367;12.68857754044952;0.9869496182765919
117122-PP;WhiteMatter;0.5288718488164003;18.0;0.7991327525250544
118528;Amygdala;0.2122300338880178;24.73863375370596;0.9940170456854541
118528;GreyMatter;0.5104413680629106;21.0;0.7756052791254812
118528;Hippocampus;0.2909767112370495;24.55605831561735;0.9857062790212674
118528;Thalamus;0.5745709281961471;12.36931687685298;0.9864089795944347
118528;WhiteMatter;0.5304261094169301;9.899494936611665;0.797567071731061
118528-PP;Amygdala;0.21368743615934627;24.758836806279895;0.9940285295556557
118528-PP;GreyMatter;0.5099849205882929;21.283796653792763;0.7755846201394655
118528-PP;Hippocampus;0.2903901591792154;24.515301344262525;0.9857514924686281
118528-PP;Thalamus;0.5767754488370036;11.916375287812984;0.9865804819236176
118528-PP;WhiteMatter;0.5297074764046877;17.804493814764857;0.7989690625342064
118730;Amygdala;0.28455162019593067;30.331501776206203;0.9943720276461073
118730;GreyMatter;0.5107657982666686;21.095023109728988;0.7712708185176341
118730;Hippocampus;0.23898286427182328;25.179356624028344;0.9857188006941826
118730;Thalamus;0.5617651795780318;13.19090595827292;0.9861705623567232
118730;WhiteMatter;0.4952311263081248;10.0;0.7945749672582405
118730-PP;Amygdala;0.2876148885390748;30.331501776206203;0.994394623825308
118730-PP;GreyMatter;0.5101372352492445;22.0;0.771242465314258
118730-PP;Hippocampus;0.23917249590712902;24.919871588754223;0.9858507690979293
118730-PP;Thalamus;0.5650310188283384;12.36931687685298;0.9864894962787606
118730-PP;WhiteMatter;0.49443728439570855;17.26267650163207;0.7952146171314771
118932;Amygdala;0.2549465769687376;28.442925306655784;0.9942642292556936
118932;GreyMatter;0.5230325249208742;20.223748416156685;0.7787551324587525
118932;Hippocampus;0.27730864510062747;25.80697580112788;0.9860387279941596
118932;Thalamus;0.5935550935550935;12.36931687685298;0.9870723039681255
118932;WhiteMatter;0.5340722777400271;9.848857801796104;0.797184317236977
118932-PP;Amygdala;0.2578547128276966;28.460498941515414;0.9942806306399162
118932-PP;GreyMatter;0.5225564901403118;21.0;0.7787487157773745
118932-PP;Hippocampus;0.2791947781251714;25.787593916455254;0.9861448771271227
118932-PP;Thalamus;0.5973207249802994;12.083045973594572;0.987157023035972
118932-PP;WhiteMatter;0.5336380623199214;18.0;0.7983776838423846
120111;Amygdala;0.24009788815372066;28.653097563788805;0.9937365110003384
120111;GreyMatter;0.4934945015960167;20.0;0.7813053535417374
120111;Hippocampus;0.2843422263109476;23.40939982143925;0.9864902995124109
120111;Thalamus;0.5579127128043521;14.142135623730951;0.9865453939100302
120111;WhiteMatter;0.5546099030292395;10.0;0.7961252492212099
120111-PP;Amygdala;0.24210285714285715;28.722813232690143;0.9937532579433773
120111-PP;GreyMatter;0.49316059384603106;20.09975124224178;0.7813074672788106
120111-PP;Hippocampus;0.2850219935883099;23.108440016582687;0.9866461328408678
120111-PP;Thalamus;0.5598947218665529;13.490737563232042;0.9868791619263627
120111-PP;WhiteMatter;0.554173993077471;17.69180601295413;0.797311339801886
122317;Amygdala;0.2694384707287933;28.91366458960192;0.9940361375677231
122317;GreyMatter;0.5128866820751884;21.0;0.7809215364852502
122317;Hippocampus;0.24048491158916385;24.124676163629637;0.9860143912170283
122317;Thalamus;0.5712681362870651;11.661903789690601;0.986560112571535
122317;WhiteMatter;0.5499370010873221;9.486832980505138;0.8008823980050355
122317-PP;Amygdala;0.27300019368584155;28.879058156387302;0.9940525531004578
122317-PP;GreyMatter;0.5127145290187345;21.095023109728988;0.780940599999513
122317-PP;Hippocampus;0.24320847521755581;24.041630560342615;0.986091933849492
122317-PP;Thalamus;0.5746760959742704;11.090536506409418;0.9868476756557093
122317-PP;WhiteMatter;0.5490927069045131;18.0;0.8024942825438872
122620;Amygdala;0.2901875830830584;26.248809496813376;0.9942944125775814
122620;GreyMatter;0.5280891422988105;20.0;0.7785628768656914
122620;Hippocampus;0.27874123852879545;25.632011235952593;0.9855112748843331
122620;Thalamus;0.5791230412479798;11.832159566199232;0.9876362448387624
122620;WhiteMatter;0.5066963895699983;10.0;0.8012624924019314
122620-PP;Amygdala;0.29429128933806975;26.267851073127396;0.9943311604961046
122620-PP;GreyMatter;0.5279495325434614;20.493901531919196;0.7786208616094271
122620-PP;Hippocampus;0.28079169489353134;25.495097567963924;0.9856142875790859
122620-PP;Thalamus;0.5812229552387033;11.445523142259598;0.9878378462280822
122620-PP;WhiteMatter;0.5052510243126651;17.916472867168917;0.8017992767493171
123117;Amygdala;0.268348623853211;26.851443164195103;0.9945091804877204
123117;GreyMatter;0.5143761761989203;20.0;0.7858126334906445
123117;Hippocampus;0.2851563899537817;24.020824298928627;0.9867152261524875
123117;Thalamus;0.5717416663720881;11.575836902790225;0.9871941875008315
123117;WhiteMatter;0.5585032665441012;9.055385138137417;0.8014905125137243
123117-PP;Amygdala;0.2718631178707224;26.851443164195103;0.9945304380376202
