SUBJECT;LABEL;DICE;HDRFDST;SSIM
117122;Amygdala;0.11930269064470822;31.575306807693888;0.9898653734750714
117122;GreyMatter;0.4453702244978338;33.0;0.780570771181904
117122;Hippocampus;0.14444553131826926;32.71085446759225;0.9804906087074838
117122;Thalamus;0.22928798977334983;46.05431575867782;0.9752695429436107
117122;WhiteMatter;0.48292445446207394;23.600847442411894;0.7875408718827761
117122-PP;Amygdala;0.11930269064470822;31.575306807693888;0.9898653734750714
117122-PP;GreyMatter;0.44535541187522526;33.0;0.7805708844640133
117122-PP;Hippocampus;0.14444553131826926;32.71085446759225;0.9804906087074838
117122-PP;Thalamus;0.22968102116588526;46.06517122512408;0.9753009629900209
117122-PP;WhiteMatter;0.48187201076408864;25.0;0.7907960726582562
118528;Amygdala;0.11829127705904957;26.589471600616662;0.9909201259653896
118528;GreyMatter;0.46498762798990245;32.0;0.7754072870138917
118528;Hippocampus;0.1445223807979241;30.14962686336267;0.9793359417232583
118528;Thalamus;0.22641305376431303;46.486557196677836;0.9750754934656709
118528;WhiteMatter;0.4825290083500419;23.0;0.7868784244565645
118528-PP;Amygdala;0.11829127705904957;26.589471600616662;0.9909201259653896
118528-PP;GreyMatter;0.46498314191710005;33.0;0.7754105179722461
118528-PP;Hippocampus;0.1445223807979241;30.14962686336267;0.9793359417232583
118528-PP;Thalamus;0.22680091272877465;46.50806381693394;0.9751085734760088
118528-PP;WhiteMatter;0.4815459826676417;24.758836806279895;0.790427279992999
118730;Amygdala;0.15235806548513067;33.19638534539566;0.9906678755680747
118730;GreyMatter;0.46318533873818873;32.0;0.7707455721368476
118730;Hippocampus;0.11911140614997985;34.84250278036869;0.9806132595237564
118730;Thalamus;0.212857238025448;47.94788837894741;0.9745012651088512
118730;WhiteMatter;0.44821158331155775;21.0;0.7857092144321776
118730-PP;Amygdala;0.15235806548513067;33.19638534539566;0.9906678755680747
118730-PP;GreyMatter;0.4631586794329879;32.0;0.7707443841870535
118730-PP;Hippocampus;0.11911140614997985;34.84250278036869;0.9806132595237564
118730-PP;Thalamus;0.21322086831182352;47.97916214358062;0.9745339187997872
118730-PP;WhiteMatter;0.4472459900843703;23.021728866442675;0.7875904229202164
118932;Amygdala;0.14973023018229417;30.870698080866262;0.9912304988779164
118932;GreyMatter;0.4726761655168916;33.0;0.7784130696383711
118932;Hippocampus;0.1455050252651452;32.2490309931942;0.9803974309676547
118932;Thalamus;0.23681423427239992;48.093658625644196;0.9749330376367621
118932;WhiteMatter;0.48844832717941294;21.587033144922902;0.7870888729804296
118932-PP;Amygdala;0.14973023018229417;30.870698080866262;0.9912304988779164
118932-PP;GreyMatter;0.47265851054291746;33.0;0.7784173555580521
118932-PP;Hippocampus;0.1455050252651452;32.2490309931942;0.9803974309676547
118932-PP;Thalamus;0.2372162104816465;48.12483766206386;0.9749659103575179
118932-PP;WhiteMatter;0.487609891830591;24.0;0.7903209009680962
120111;Amygdala;0.13202280555885498;31.575306807693888;0.9905046486748869
120111;GreyMatter;0.4435792784803304;32.0;0.7808615888357338
120111;Hippocampus;0.15602027145103978;32.07802986469088;0.9812588155982912
120111;Thalamus;0.22434650083685995;47.391982444291145;0.9751988036674162
120111;WhiteMatter;0.5115573104230183;23.0;0.7859405305760949
120111-PP;Amygdala;0.13202280555885498;31.575306807693888;0.9905046486748869
120111-PP;GreyMatter;0.4435641934269945;32.0;0.7808639696458083
120111-PP;Hippocampus;0.15602027145103978;32.07802986469088;0.9812588155982912
120111-PP;Thalamus;0.2247302814069667;47.41307836451879;0.9752316529170614
120111-PP;WhiteMatter;0.5105516589115062;24.08318915758459;0.7898507735861329
122317;Amygdala;0.14987700597399556;31.0;0.9905446879946669
122317;GreyMatter;0.4669997167853792;32.78719262151;0.7808224813647334
122317;Hippocampus;0.13629112555271244;31.25699921617557;0.9802862023816555
122317;Thalamus;0.21600142016359192;47.391982444291145;0.9753896405311954
122317;WhiteMatter;0.49696586818286625;22.135943621178654;0.7905909153745265
122317-PP;Amygdala;0.14987700597399556;31.0;0.9905446879946669
122317-PP;GreyMatter;0.46698169101602577;32.78719262151;0.7808209619985659
122317-PP;Hippocampus;0.13629112555271244;31.25699921617557;0.9802862023816555
122317-PP;Thalamus;0.216369269490401;47.391982444291145;0.9754231484836824
122317-PP;WhiteMatter;0.4958660613135245;24.041630560342615;0.7946045022851687
122620;Amygdala;0.16233766233766234;31.0;0.9907607126196525
122620;GreyMatter;0.4857324925850842;33.19638534539566;0.7781167029449905
122620;Hippocampus;0.1426172497101936;31.464265445104548;0.9799796960694221
122620;Thalamus;0.2304901039942158;45.35416188179427;0.9752591888747458
122620;WhiteMatter;0.463713442913703;23.0;0.7934705996461893
122620-PP;Amygdala;0.16233766233766234;31.0;0.9907607126196525
122620-PP;GreyMatter;0.48572761926597635;33.19638534539566;0.7781185031444949
122620-PP;Hippocampus;0.1426172497101936;31.464265445104548;0.9799796960694221
122620-PP;Thalamus;0.23087857046162177;45.35416188179427;0.9752917555000165
122620-PP;WhiteMatter;0.4623971323769871;24.0;0.7958341191464133
123117;Amygdala;0.16296704811802012;29.017236257093817;0.9917516990965634
123117;GreyMatter;0.46581134642402316;29.0;0.7853262906632443
123117;Hippocampus;0.14477831023615248;31.400636936215164;0.9804899543862985
123117;Thalamus;0.22900922138251403;46.281745861624536;0.9755502068855003
123117;WhiteMatter;0.5135501815282743;21.0;0.7896727969481744
123117-PP;Amygdala;0.16296704811802012;29.017236257093817;0.9917516990965634
123117-PP;GreyMatter;0.46579067394362933;31.38470965295043;0.7853269864613139
