SUBJECT;LABEL;DICE;HDRFDST;SSIM
117122;Amygdala;0.13671160237499533;32.5123053627392;0.9903004464041751
117122;GreyMatter;0.42241283098357324;21.01071155387175;0.7831638207100527
117122;Hippocampus;0.13297009397287948;34.211840055746784;0.9757682074129663
117122;Thalamus;0.26048254093078627;46.33907638268161;0.9791923546772778
117122;WhiteMatter;0.4673741466976236;14.058449416631978;0.7910170146203421
117122-PP;Amygdala;0.13671415501241668;32.5123053627392;0.9903004494750023
117122-PP;GreyMatter;0.4221936415799997;27.074896121684382;0.7834603532829352
117122-PP;Hippocampus;0.133105362822422;34.2;0.9757828232029996
117122-PP;Thalamus;0.26070749251186076;46.33907638268161;0.9792066719219525
117122-PP;WhiteMatter;0.4652144959472406;20.71955597979841;0.7910231905390751
118528;Amygdala;0.13485072547632826;27.900000000000002;0.9911955419667619
118528;GreyMatter;0.443796059979064;22.082119463493534;0.7784563407408238
118528;Hippocampus;0.14162531802954076;33.21475575704268;0.9749626745729943
118528;Thalamus;0.253011387322553;46.80865304620504;0.9791295987393045
118528;WhiteMatter;0.46811474404640985;13.227244611029162;0.7904372135907775
118528-PP;Amygdala;0.13485072547632826;27.900000000000002;0.9911955419667619
118528-PP;GreyMatter;0.44348547205906375;30.6;0.7786769736637721
118528-PP;Hippocampus;0.14175097365934597;33.21475575704268;0.974976431709826
118528-PP;Thalamus;0.25321278195901475;46.80865304620504;0.9791431702623895
118528-PP;WhiteMatter;0.4659879889972847;19.820443990990718;0.7903833831852898
118730;Amygdala;0.15764169009493542;34.24733566279281;0.9910169513686203
118730;GreyMatter;0.43384320008562816;23.103895775388185;0.7725595763854551
118730;Hippocampus;0.1253991441831603;36.0;0.9761671665369152
118730;Thalamus;0.2377478680776739;48.34935366682786;0.9785298179845843
118730;WhiteMatter;0.43412910260149057;12.886038956948719;0.7871389447677635
118730-PP;Amygdala;0.1576481134381876;34.24733566279281;0.9910169604934781
118730-PP;GreyMatter;0.4336259540195555;27.19430087352863;0.7728368348558652
118730-PP;Hippocampus;0.12553059322911275;36.0;0.9761815265654283
118730-PP;Thalamus;0.2379382938537388;48.37447674135608;0.9785431498044905
118730-PP;WhiteMatter;0.4320865543372219;19.8;0.7870650664669295
118932;Amygdala;0.15152890329551594;31.81980515339464;0.9914828419707417
118932;GreyMatter;0.44510368305120795;21.259821259831888;0.7810076757191551
118932;Hippocampus;0.13522057147082567;35.11153656563609;0.9756037453315479
118932;Thalamus;0.2639803735257329;48.6;0.9789409263747662
118932;WhiteMatter;0.47225189903063364;12.567816039392048;0.7895830122936596
118932-PP;Amygdala;0.15153217789687515;31.81980515339464;0.991482843805407
118932-PP;GreyMatter;0.4447023190918066;27.900000000000002;0.7812255833429378
118932-PP;Hippocampus;0.1353748966674481;35.1;0.9756177925472159
118932-PP;Thalamus;0.26419879113498995;48.6;0.9789545685728167
118932-PP;WhiteMatter;0.47018053235673185;20.244999382563588;0.7896088037418861
120111;Amygdala;0.15308453922315307;32.12382293563454;0.9909070966356993
120111;GreyMatter;0.4190839739939256;20.7;0.7835535983060301
120111;Hippocampus;0.14005465359267;34.211840055746784;0.9763933666300525
120111;Thalamus;0.24473157295042977;47.7;0.9789400658499823
120111;WhiteMatter;0.49892779706160045;12.37295437638077;0.7903644420126922
120111-PP;Amygdala;0.15311215796331562;32.12382293563454;0.9909071342282911
120111-PP;GreyMatter;0.41876970086605864;27.900000000000002;0.7838602621999988
120111-PP;Hippocampus;0.14020430100605694;34.2;0.9764073958624635
120111-PP;Thalamus;0.24492394216504662;47.7;0.9789545640744527
120111-PP;WhiteMatter;0.4967626466377545;19.8;0.7906565428689508
122317;Amygdala;0.1559598519193079;31.61550252645053;0.9908180776459145
122317;GreyMatter;0.4395818987075683;22.5;0.7832581995544274
122317;Hippocampus;0.11204973000429333;33.84287221853371;0.9752085386170127
122317;Thalamus;0.24442712565152747;47.73395018223403;0.9791451493146485
122317;WhiteMatter;0.4806533065088933;13.379461872586655;0.7943333214946889
122317-PP;Amygdala;0.1559752910430031;31.61550252645053;0.9908182235166413
122317-PP;GreyMatter;0.4394020977955295;28.8;0.7836022671268769
122317-PP;Hippocampus;0.11215484995581596;33.830903032582505;0.9752220390014172
122317-PP;Thalamus;0.24461912058369611;47.73395018223403;0.9791587186394397
122317-PP;WhiteMatter;0.4783923797409378;20.06414712864716;0.7945088024212962
122620;Amygdala;0.15567658821874308;31.705046916855366;0.9909567748520951
122620;GreyMatter;0.46326571128749294;20.164820852167274;0.7805528137029483
122620;Hippocampus;0.13662376548426822;35.13459833269764;0.9749552212482894
122620;Thalamus;0.26017552611238715;45.83819368168864;0.9792177506254665
122620;WhiteMatter;0.44663916356054084;14.230249470757707;0.7948896991964187
122620-PP;Amygdala;0.15567658821874308;31.705046916855366;0.9909567748520951
122620-PP;GreyMatter;0.46311511139976386;28.531561471465245;0.780841275702182
122620-PP;Hippocampus;0.13675337623493156;35.12306934195814;0.9749697077185183
122620-PP;Thalamus;0.2603839211749151;45.847028257020106;0.9792315057611244
122620-PP;WhiteMatter;0.44443828705643923;20.463870601623732;0.7948087269536294
123117;Amygdala;0.16276327653573164;29.618068809427804;0.9919173057200058
123117;GreyMatter;0.4397767581683291;22.5;0.7879891021121499
123117;Hippocampus;0.13432709101494275;34.45954149433796;0.9758346577958353
123117;Thalamus;0.2535440952364886;46.74804808759399;0.9794247354041217
123117;WhiteMatter;0.4973724823873775;12.6;0.7933368873047718
123117-PP;Amygdala;0.1628197418937046;29.645404365601088;0.991917307315859
