SUBJECT;LABEL;DICE;HDRFDST;SSIM
117122;Amygdala;0.12080941833972389;32.95208642863149;0.9902166906494394
117122;GreyMatter;0.42996950537640166;30.14067019825538;0.801849411565588
117122;Hippocampus;0.13145896875387011;33.87595017117601;0.9785822520652396
117122;Thalamus;0.26162151221473867;46.538156388065055;0.9817184010270951
117122;WhiteMatter;0.4709458473695806;19.922349259060788;0.8133257338489795
117122-PP;Amygdala;0.12081037740342632;32.95208642863149;0.99021830593967
117122-PP;GreyMatter;0.4299606725318531;30.799999999999997;0.801933927786302
117122-PP;Hippocampus;0.1314627550035858;33.87595017117601;0.978582254844263
117122-PP;Thalamus;0.26175396150802427;46.53815638806505;0.9818159263619468
117122-PP;WhiteMatter;0.46937049610986836;22.768838354206828;0.8140593896110803
118528;Amygdala;0.11930810850534167;28.0;0.9911009961530406
118528;GreyMatter;0.4512156308717302;30.099999999999998;0.7971341444101065
118528;Hippocampus;0.1418737648630447;33.0708330708496;0.978137381952062
118528;Thalamus;0.2555987562467666;46.98350774473953;0.98157697360479
118528;WhiteMatter;0.47199275224660453;21.564090521049106;0.813479438740739
118528-PP;Amygdala;0.11931358859410597;28.0;0.9911324872974993
118528-PP;GreyMatter;0.4512309459579921;32.199999999999996;0.797222968466958
118528-PP;Hippocampus;0.1418780724102049;33.0708330708496;0.9781373822088838
118528-PP;Thalamus;0.2557269627487287;46.97829285957505;0.9816864079671301
118528-PP;WhiteMatter;0.4704642476648389;23.43693665989649;0.8141432438066818
118730;Amygdala;0.1480470571976437;34.42833135660222;0.9906738495491249
118730;GreyMatter;0.4460922074303781;28.451362006062205;0.7921752561976988
118730;Hippocampus;0.12519558973520858;35.83699206127657;0.9789941966068443
118730;Thalamus;0.24215126368598744;48.467102244718525;0.981163690564264
118730;WhiteMatter;0.4370314650446264;19.411594473406865;0.8103642975636067
118730-PP;Amygdala;0.14806112488446221;34.42121438880389;0.990698874294761
118730-PP;GreyMatter;0.44609219772231645;31.257958986472545;0.7922360475540844
118730-PP;Hippocampus;0.1251997578692494;35.83699206127657;0.9789941989338058
118730-PP;Thalamus;0.24224280576958995;48.472156956339376;0.9812131218396006
118730-PP;WhiteMatter;0.4355126358263212;21.9692967570653;0.8106826589016402
118932;Amygdala;0.14287022453389986;32.108565835303196;0.9913836713025365
118932;GreyMatter;0.45780801280396827;31.061390825267303;0.8001978193174474
118932;Hippocampus;0.13629548621522938;34.471002306286366;0.9788236522718933
118932;Thalamus;0.26560785747871063;48.699075966593036;0.9814292437934765
118932;WhiteMatter;0.476933620198725;20.31206537996567;0.8128593545180488
118932-PP;Amygdala;0.14287545787545788;32.108565835303196;0.9914104607845339
118932-PP;GreyMatter;0.45777763763013635;31.68611683371757;0.8002575526448803
118932-PP;Hippocampus;0.1362990924565411;34.46389415025528;0.9788239309964006
118932-PP;Thalamus;0.26572264170175397;48.699075966593036;0.9814814321823311
118932-PP;WhiteMatter;0.47546840355887454;23.099999999999998;0.8132945483836773
120111;Amygdala;0.13437652476866316;32.92977376174941;0.990632168448445
120111;GreyMatter;0.42776670120236465;28.34783942384322;0.8028734530023067
120111;Hippocampus;0.14129861802577753;34.192689277095475;0.9794901503995914
120111;Thalamus;0.24535072181740478;47.84642097377817;0.9814192203833526
120111;WhiteMatter;0.5013095119308634;19.46201428424098;0.8133675669288094
120111-PP;Amygdala;0.13437652476866316;32.92977376174941;0.990632168448445
120111-PP;GreyMatter;0.42778621975999914;32.199999999999996;0.8029723826400459
120111-PP;Hippocampus;0.14130645892229007;34.192689277095475;0.9794904584923515
120111-PP;Thalamus;0.2454539098257937;47.84642097377817;0.981494498479156
120111-PP;WhiteMatter;0.4996985890978764;22.4;0.813996169317242
122317;Amygdala;0.1406732460014976;32.00156246185489;0.9906891387712641
122317;GreyMatter;0.44939658698362484;30.099999999999998;0.80277673097153
122317;Hippocampus;0.11235183548052081;33.54891950570092;0.9781599561339774
122317;Thalamus;0.24763718835503112;47.91294188421328;0.9817129888077596
122317;WhiteMatter;0.48545861347618147;19.86076534275555;0.8163191138735509
122317-PP;Amygdala;0.14067442956182272;32.00156246185489;0.9906907540615988
122317-PP;GreyMatter;0.44938097657115106;31.92491190277586;0.8028635663146422
122317-PP;Hippocampus;0.11235569288871722;33.54161594199063;0.978160160083849
122317-PP;Thalamus;0.24776116992498204;47.91294188421328;0.9817771709562354
122317-PP;WhiteMatter;0.48380025957399275;22.63934628031472;0.8168954230021137
122620;Amygdala;0.15137161180506004;32.24561985758686;0.9906111522016284
122620;GreyMatter;0.4715963726653903;30.099999999999998;0.7989801447381709
122620;Hippocampus;0.13431821656483753;33.49776111921511;0.9781829211188807
122620;Thalamus;0.2621705451187025;45.526915116225474;0.9817663172084824
122620;WhiteMatter;0.4510669379863798;20.348218595248085;0.8173434361283922
122620-PP;Amygdala;0.15137551581843192;32.24561985758686;0.9906353814933251
122620-PP;GreyMatter;0.4715911074846134;32.199999999999996;0.7990697673062219
122620-PP;Hippocampus;0.1343250620066367;33.50507424256809;0.9781829290592229
122620-PP;Thalamus;0.26229009101397255;45.526915116225474;0.9818072382964641
122620-PP;WhiteMatter;0.44939286870167305;22.725756313047096;0.8178146058034578
123117;Amygdala;0.15236328837938892;30.391610684529372;0.9913710102603299
123117;GreyMatter;0.4495024193018449;29.4;0.8066374400412071
123117;Hippocampus;0.1349058743479247;34.18552325180938;0.9786174910296507
123117;Thalamus;0.25666445088207374;46.690577207826415;0.9819607537084666
123117;WhiteMatter;0.5019770856478832;18.374166647769364;0.8168069621094708
